table,column,bins,table_column
bmsql_customer,c_balance,"[-3.24791089e+08 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01
 -1.00000000e+01 -1.00000000e+01 -1.00000000e+01]",bmsql_customer.c_balance
bmsql_customer,c_ytd_payment,"[1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 1.00000000e+01 1.00000000e+01
 1.00000000e+01 1.00000000e+01 3.24791089e+08]",bmsql_customer.c_ytd_payment
bmsql_customer,c_payment_cnt,"[1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 1.00000e+00 1.16244e+05]",bmsql_customer.c_payment_cnt
bmsql_customer,c_delivery_cnt,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1.]",bmsql_customer.c_delivery_cnt
bmsql_customer,c_street_1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_street_1
bmsql_customer,c_street_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_street_2
bmsql_customer,c_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_city
bmsql_customer,c_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_state
bmsql_customer,c_zip,"[1.11110000e+04 2.00111110e+07 3.99111110e+07 5.99111110e+07
 8.00111110e+07 1.00011111e+08 1.19811111e+08 1.39811111e+08
 1.59911111e+08 1.79911111e+08 1.99911111e+08 2.19911111e+08
 2.39911111e+08 2.59911111e+08 2.79911111e+08 3.00011111e+08
 3.20011111e+08 3.40011111e+08 3.60011111e+08 3.80011111e+08
 3.99971111e+08 4.19911111e+08 4.40011111e+08 4.60011111e+08
 4.80063111e+08 5.00011111e+08 5.20011111e+08 5.40011111e+08
 5.60011111e+08 5.80011111e+08 6.00111111e+08 6.20111111e+08
 6.40111111e+08 6.60111111e+08 6.80311111e+08 7.00211111e+08
 7.20211111e+08 7.40211111e+08 7.60211111e+08 7.80211111e+08
 8.00111111e+08 8.20211111e+08 8.40111111e+08 8.60211111e+08
 8.80111111e+08 9.00111111e+08 9.20011111e+08 9.39911111e+08
 9.59811111e+08 9.79911111e+08 9.99911111e+08]",bmsql_customer.c_zip
bmsql_customer,c_phone,"[1.04348308e+09 2.00095754e+14 3.99875515e+14 6.00535633e+14
 7.99457039e+14 9.99813813e+14 1.19889135e+15 1.39799590e+15
 1.59771276e+15 1.79667757e+15 1.99649123e+15 2.19604239e+15
 2.39655096e+15 2.59648782e+15 2.79619365e+15 2.99626347e+15
 3.19586602e+15 3.39614301e+15 3.59624562e+15 3.79780295e+15
 3.99817923e+15 4.19768603e+15 4.39722623e+15 4.59800169e+15
 4.79731271e+15 4.99769725e+15 5.19798159e+15 5.39907650e+15
 5.59944392e+15 5.79912709e+15 5.99982687e+15 6.20005137e+15
 6.40049484e+15 6.60016359e+15 6.79909275e+15 6.99819784e+15
 7.19863503e+15 7.39895034e+15 7.59830992e+15 7.79847673e+15
 7.99755755e+15 8.19799757e+15 8.39897062e+15 8.59819280e+15
 8.79800929e+15 8.99802288e+15 9.19856414e+15 9.39828050e+15
 9.59850154e+15 9.79926340e+15 9.99999780e+15]",bmsql_customer.c_phone
bmsql_customer,c_since,"[1.70273697e+09 1.70273699e+09 1.70273701e+09 1.70273702e+09
 1.70273703e+09 1.70273704e+09 1.70273705e+09 1.70273706e+09
 1.70273708e+09 1.70273709e+09 1.70273710e+09 1.70273711e+09
 1.70273713e+09 1.70273714e+09 1.70273715e+09 1.70273716e+09
 1.70273717e+09 1.70273718e+09 1.70273720e+09 1.70273721e+09
 1.70273722e+09 1.70273723e+09 1.70273724e+09 1.70273725e+09
 1.70273726e+09 1.70273727e+09 1.70273728e+09 1.70273730e+09
 1.70273731e+09 1.70273732e+09 1.70273733e+09 1.70273734e+09
 1.70273735e+09 1.70273736e+09 1.70273737e+09 1.70273738e+09
 1.70273739e+09 1.70273741e+09 1.70273742e+09 1.70273743e+09
 1.70273744e+09 1.70273745e+09 1.70273746e+09 1.70273747e+09
 1.70273748e+09 1.70273749e+09 1.70273750e+09 1.70273752e+09
 1.70273753e+09 1.70273754e+09 1.70273755e+09]",bmsql_customer.c_since
bmsql_customer,c_middle,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_middle
bmsql_customer,c_data,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_customer.c_data
bmsql_district,d_w_id,"[  1.     2.98   4.96   6.94   8.92  10.9   12.88  14.86  16.84  18.82
  20.8   22.78  24.76  26.74  28.72  30.7   32.68  34.66  36.64  38.62
  40.6   42.58  44.56  46.54  48.52  50.5   52.48  54.46  56.44  58.42
  60.4   62.38  64.36  66.34  68.32  70.3   72.28  74.26  76.24  78.22
  80.2   82.18  84.16  86.14  88.12  90.1   92.08  94.06  96.04  98.02
 100.  ]",bmsql_district.d_w_id
bmsql_district,d_id,"[ 1.   1.   1.   1.   1.   1.9  2.   2.   2.   2.   2.8  3.   3.   3.
  3.   3.7  4.   4.   4.   4.   4.6  5.   5.   5.   5.   5.5  6.   6.
  6.   6.   6.4  7.   7.   7.   7.   7.3  8.   8.   8.   8.   8.2  9.
  9.   9.   9.   9.1 10.  10.  10.  10.  10. ]",bmsql_district.d_id
bmsql_district,d_ytd,"[3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 3.00000000e+04 3.00000000e+04
 3.00000000e+04 3.00000000e+04 5.93055289e+08]",bmsql_district.d_ytd
bmsql_district,d_tax,"[0.       0.003594 0.0064   0.009882 0.014376 0.01849  0.022088 0.026116
 0.030252 0.033    0.03698  0.041178 0.045576 0.049074 0.052316 0.05597
 0.059068 0.061464 0.064864 0.06791  0.07236  0.0756   0.080056 0.085186
 0.089252 0.0936   0.0979   0.101284 0.105388 0.109426 0.11314  0.116914
 0.121072 0.124868 0.1293   0.13399  0.137528 0.1429   0.146024 0.1516
 0.15396  0.158018 0.162332 0.1667   0.170124 0.17353  0.180332 0.184824
 0.191108 0.195902 0.2     ]",bmsql_district.d_tax
bmsql_district,d_next_o_id,"[  3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.
   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.
   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.
   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.
   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.   3001.
   3001.   3001.   3001.   3001.   3001. 224308.]",bmsql_district.d_next_o_id
bmsql_district,d_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_district.d_name
bmsql_district,d_street_1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_district.d_street_1
bmsql_district,d_street_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_district.d_street_2
bmsql_district,d_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_district.d_city
bmsql_district,d_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_district.d_state
bmsql_district,d_zip,"[1.01111100e+06 2.42491110e+07 5.12631110e+07 7.85911110e+07
 1.04179111e+08 1.24041111e+08 1.42567111e+08 1.64003111e+08
 1.88779111e+08 2.06675111e+08 2.20091111e+08 2.37879111e+08
 2.53679111e+08 2.72185111e+08 3.01111111e+08 3.20511111e+08
 3.37055111e+08 3.51975111e+08 3.73879111e+08 3.90235111e+08
 4.05251111e+08 4.34209111e+08 4.53591111e+08 4.67139111e+08
 4.83731111e+08 4.99561111e+08 5.19059111e+08 5.42825111e+08
 5.62063111e+08 5.77789111e+08 6.02651111e+08 6.17295111e+08
 6.35971111e+08 6.55687111e+08 6.68371111e+08 6.90561111e+08
 7.10959111e+08 7.29411111e+08 7.55987111e+08 7.81411111e+08
 7.98711111e+08 8.11137111e+08 8.26655111e+08 8.46481111e+08
 8.78547111e+08 8.97471111e+08 9.20807111e+08 9.39117111e+08
 9.60643111e+08 9.81321111e+08 9.99211111e+08]",bmsql_district.d_zip
bmsql_history,hist_id,"[1.00000000e+00 6.70007200e+04 1.34000440e+05 2.01000160e+05
 2.67999880e+05 3.34999600e+05 4.01999320e+05 4.68999040e+05
 5.35998760e+05 6.02998480e+05 6.69998200e+05 7.36997920e+05
 8.03997640e+05 8.70997360e+05 9.37997080e+05 1.00499680e+06
 1.07199652e+06 1.13899624e+06 1.20599596e+06 1.27299568e+06
 1.33999540e+06 1.40699512e+06 1.47399484e+06 1.54099456e+06
 1.60799428e+06 1.67499400e+06 1.74199372e+06 1.80899344e+06
 1.87599316e+06 1.94299288e+06 2.00999260e+06 2.07699232e+06
 2.14399204e+06 2.21099176e+06 2.27799148e+06 2.34499120e+06
 2.41199092e+06 2.47899064e+06 2.54599036e+06 2.61299008e+06
 2.67998980e+06 2.74698952e+06 2.81398924e+06 2.88098896e+06
 2.94798868e+06 3.01498840e+06 3.08198812e+06 3.14898784e+06
 3.21598756e+06 3.28298728e+06 3.34998700e+06]",bmsql_history.hist_id
bmsql_history,h_c_id,"[1.0000e+00 6.7720e+01 1.3444e+02 2.0100e+02 2.6800e+02 3.3500e+02
 4.0200e+02 4.6900e+02 5.3600e+02 5.9400e+02 5.9400e+02 6.2000e+02
 6.8700e+02 7.5400e+02 7.7500e+02 7.7500e+02 8.3900e+02 9.0600e+02
 9.7300e+02 1.0400e+03 1.1070e+03 1.1740e+03 1.2410e+03 1.3080e+03
 1.3750e+03 1.4420e+03 1.5090e+03 1.5760e+03 1.6430e+03 1.7100e+03
 1.7770e+03 1.8440e+03 1.9110e+03 1.9780e+03 2.0450e+03 2.1120e+03
 2.1790e+03 2.2460e+03 2.3130e+03 2.3800e+03 2.4470e+03 2.4760e+03
 2.4760e+03 2.5320e+03 2.5990e+03 2.6660e+03 2.7330e+03 2.8000e+03
 2.8670e+03 2.9340e+03 3.0000e+03]",bmsql_history.h_c_id
bmsql_history,h_c_d_id,"[ 1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.
  7.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10.]",bmsql_history.h_c_d_id
bmsql_history,h_c_w_id,"[  1.   3.   5.   7.   9.  12.  14.  16.  18.  21.  23.  25.  27.  30.
  32.  34.  36.  38.  41.  43.  45.  47.  50.  52.  54.  56.  59.  61.
  63.  65.  67.  70.  71.  71.  71.  71.  71.  71.  74.  76.  78.  80.
  83.  85.  87.  89.  92.  94.  96.  98. 100.]",bmsql_history.h_c_w_id
bmsql_history,h_d_id,"[ 1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.
  7.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10.]",bmsql_history.h_d_id
bmsql_history,h_w_id,"[  1.   3.   5.   7.   9.  12.  14.  16.  18.  21.  23.  25.  27.  30.
  32.  34.  36.  38.  41.  43.  45.  47.  50.  52.  54.  56.  59.  61.
  63.  65.  67.  70.  71.  71.  71.  71.  71.  71.  74.  76.  78.  80.
  83.  85.  87.  89.  92.  94.  96.  98. 100.]",bmsql_history.h_w_id
bmsql_history,h_date,"[1.69766137e+09 1.70273699e+09 1.70273701e+09 1.70273702e+09
 1.70273704e+09 1.70273705e+09 1.70273706e+09 1.70273707e+09
 1.70273709e+09 1.70273710e+09 1.70273711e+09 1.70273713e+09
 1.70273714e+09 1.70273716e+09 1.70273717e+09 1.70273718e+09
 1.70273719e+09 1.70273721e+09 1.70273722e+09 1.70273723e+09
 1.70273725e+09 1.70273725e+09 1.70273727e+09 1.70273728e+09
 1.70273729e+09 1.70273730e+09 1.70273732e+09 1.70273733e+09
 1.70273734e+09 1.70273736e+09 1.70273737e+09 1.70273738e+09
 1.70273739e+09 1.70273740e+09 1.70273741e+09 1.70273743e+09
 1.70273744e+09 1.70273745e+09 1.70273747e+09 1.70273748e+09
 1.70273749e+09 1.70273750e+09 1.70273752e+09 1.70273753e+09
 1.70273754e+09 1.70273771e+09 1.70273771e+09 1.70273771e+09
 1.70273771e+09 1.70273771e+09 1.70273771e+09]",bmsql_history.h_date
bmsql_history,h_amount,"[  10.     10.     10.     10.     10.     10.     10.     10.     10.
   10.     10.     10.     10.     10.     10.     10.     10.     10.
   10.     10.     10.     10.     10.     10.     10.     10.     10.
   10.     10.     10.     10.     10.     10.     10.     10.     10.
   10.     10.     10.     10.     10.     10.     10.     10.     10.
  869.56  869.56 1437.97 1437.97 1886.3  4378.25]",bmsql_history.h_amount
bmsql_history,h_data,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_history.h_data
bmsql_item,i_id,"[1.000000e+00 2.000980e+03 4.000960e+03 6.000940e+03 8.000920e+03
 1.000090e+04 1.200088e+04 1.400086e+04 1.600084e+04 1.800082e+04
 2.000080e+04 2.200078e+04 2.400076e+04 2.600074e+04 2.800072e+04
 3.000070e+04 3.200068e+04 3.400066e+04 3.600064e+04 3.800062e+04
 4.000060e+04 4.200058e+04 4.400056e+04 4.600054e+04 4.800052e+04
 5.000050e+04 5.200048e+04 5.400046e+04 5.600044e+04 5.800042e+04
 6.000040e+04 6.200038e+04 6.400036e+04 6.600034e+04 6.800032e+04
 7.000030e+04 7.200028e+04 7.400026e+04 7.600024e+04 7.800022e+04
 8.000020e+04 8.200018e+04 8.400016e+04 8.600014e+04 8.800012e+04
 9.000010e+04 9.200008e+04 9.400006e+04 9.600004e+04 9.800002e+04
 1.000000e+05]",bmsql_item.i_id
bmsql_item,i_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_item.i_name
bmsql_item,i_price,"[  1.       3.0298   4.96     6.98     8.94    10.9     12.92    14.98
  16.89    18.92    20.87    22.85    24.86    26.84    28.8     30.85
  32.86    34.8066  36.69    38.6762  40.69    42.71    44.64    46.61
  48.63    50.72    52.73    54.68    56.64    58.55    60.56    62.5638
  64.52    66.44    68.44    70.42    72.42    74.33    76.37    78.39
  80.37    82.3318  84.2716  86.2114  88.15    90.15    92.03    94.0206
  96.05    98.02   100.    ]",bmsql_item.i_price
bmsql_item,i_data,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_item.i_data
bmsql_item,i_im_id,"[1.00000e+00 2.04000e+02 4.09000e+02 6.11000e+02 8.14000e+02 1.02790e+03
 1.23200e+03 1.44200e+03 1.65184e+03 1.84182e+03 2.04100e+03 2.23400e+03
 2.43000e+03 2.62500e+03 2.82100e+03 3.02600e+03 3.23068e+03 3.42866e+03
 3.62600e+03 3.82700e+03 4.01900e+03 4.21800e+03 4.42100e+03 4.62000e+03
 4.82100e+03 5.02100e+03 5.21500e+03 5.41200e+03 5.61100e+03 5.81600e+03
 6.02100e+03 6.22000e+03 6.41900e+03 6.62300e+03 6.83100e+03 7.02700e+03
 7.23200e+03 7.42700e+03 7.62200e+03 7.82200e+03 8.01400e+03 8.21418e+03
 8.41200e+03 8.61100e+03 8.81500e+03 9.01400e+03 9.22100e+03 9.41800e+03
 9.61600e+03 9.80400e+03 1.00000e+04]",bmsql_item.i_im_id
bmsql_new_order,no_w_id,"[  1.     2.     4.     6.26   8.68  11.    13.    15.    17.    19.
  21.    23.    25.    27.    29.    31.    33.    35.    37.    39.
  41.    43.    45.    47.    49.    51.    53.    55.    57.    59.
  61.    63.    65.    67.    69.    71.    73.    75.    77.    79.
  81.    83.    85.    87.    88.    90.    92.    94.    96.    98.
 100.  ]",bmsql_new_order.no_w_id
